setid,number,numbervariant,name,year,theme,themegroup,subtheme,pieces,minifigs,image,imagefilename,thumbnailurl,largethumbnailurl,imageurl,brickseturl,released,owned,wanted,qtyowned,usernotes,acmdatacount,ownedbytotal,wantedbytotal,ukretailprice,usretailprice,caretailprice,euretailprice,usdateaddedtosah,usdateremovedfromsah,rating,reviewcount,packagingtype,availability,instructionscount,additionalimagecount,agemin,agemax,height,width,depth,weight,category,userrating,ean,upc,lastupdated
24206,70730,1,Chain Cycle Ambush,2015,Ninjago,Action/Adventure,Possession,298,3,true,70730-1,https://images.brickset.com/sets/small/70730-1.jpg,https://images.brickset.com/sets/small/70730-1.jpg,https://images.brickset.com/sets/images/70730-1.jpg,https://brickset.com/sets/70730-1,true,false,false,0,,0,949,636,24.99,29.99,39.99,29.99,2015-08-02,2016-10-27,4,1,Box,Retail,2,8,8,14,19.1008,35.4076,5.8928,0.46,Normal,0,,,2015-11-20T00:48:33.01
24489,70731,1,Jay Walker One,2015,Ninjago,Action/Adventure,Possession,386,4,true,70731-1,https://images.brickset.com/sets/small/70731-1.jpg,https://images.brickset.com/sets/small/70731-1.jpg,https://images.brickset.com/sets/images/70731-1.jpg,https://brickset.com/sets/70731-1,true,false,false,0,,0,898,598,29.99,39.99,49.99,39.99,2015-08-02,2017-06-05,5,1,Box,Retail,4,8,7,14,19.1008,35.4076,9.0932,0.71,Normal,0,,,2015-11-20T00:48:47.903
24207,70733,1, Blaster Bike,2015,Ninjago,Action/Adventure,Possession,212,2,true,70733-1,https://images.brickset.com/sets/small/70733-1.jpg,https://images.brickset.com/sets/small/70733-1.jpg,https://images.brickset.com/sets/images/70733-1.jpg,https://brickset.com/sets/70733-1,true,false,false,0,,0,1943,618,17.99,19.99,24.99,19.99,2015-08-02,2016-11-26,5,1,Box,Retail,2,6,7,14,19.1008,26.2128,4.5974,0.32234,Normal,0,5702015347303,673419229203,2015-11-20T00:49:48.54
24208,70734,1,Master Wu Dragon,2015,Ninjago,Action/Adventure,Possession,575,5,true,70734-1,https://images.brickset.com/sets/small/70734-1.jpg,https://images.brickset.com/sets/small/70734-1.jpg,https://images.brickset.com/sets/images/70734-1.jpg,https://brickset.com/sets/70734-1,true,false,false,0,,0,2880,1054,34.99,39.99,49.99,49.99,2015-08-02,2016-12-01,4.6,5,Box,Retail,4,9,8,14,26.2128,38.2016,5.6642,0.71732,Normal,0,5702015347310,673419229210,2015-11-20T00:50:09.727
24209,70735,1,Ronin R.E.X.,2015,Ninjago,Action/Adventure,Possession,547,4,true,70735-1,https://images.brickset.com/sets/small/70735-1.jpg,https://images.brickset.com/sets/small/70735-1.jpg,https://images.brickset.com/sets/images/70735-1.jpg,https://brickset.com/sets/70735-1,true,false,false,0,,0,1763,807,39.99,49.99,59.99,49.99,2015-08-02,2016-12-18,5,1,Box,Retail,4,9,8,14,37.7952,35.4076,7.0612,0.96248,Normal,0,5702015347327,673419229227,2016-05-20T22:23:27.5
24210,70736,1,Attack of the Morro Dragon,2015,Ninjago,Action/Adventure,Possession,658,6,true,70736-1,https://images.brickset.com/sets/small/70736-1.jpg,https://images.brickset.com/sets/small/70736-1.jpg,https://images.brickset.com/sets/images/70736-1.jpg,https://brickset.com/sets/70736-1,true,false,false,0,,0,2167,1069,59.99,69.99,89.99,69.99,2015-08-02,2016-11-27,5,2,Box,Retail,2,9,8,14,28.194,54.0004,5.8928,0.99426,Normal,0,5702015347334,673419229234,2015-11-20T00:50:43.06
24211,70737,1,Titan Mech Battle,2015,Ninjago,Action/Adventure,Possession,754,5,true,70737-1,https://images.brickset.com/sets/small/70737-1.jpg,https://images.brickset.com/sets/small/70737-1.jpg,https://images.brickset.com/sets/images/70737-1.jpg,https://brickset.com/sets/70737-1,true,false,false,0,,0,1653,977,39.99,59.99,74.99,54.99,2015-08-02,2016-11-21,5,1,Box,Retail,4,5,8,14,28.194,48.006,6.096,0.99426,Normal,0,5702015347341,673419229241,2015-11-20T00:50:57.227
23815,70745,1,Anacondrai Crusher,2015,Ninjago,Action/Adventure,Tournament of Elements,219,2,true,70745-1,https://images.brickset.com/sets/small/70745-1.jpg,https://images.brickset.com/sets/small/70745-1.jpg,https://images.brickset.com/sets/images/70745-1.jpg,https://brickset.com/sets/70745-1,true,false,false,0,,0,1591,532,17.99,19.99,24.99,19.99,2015-03-01,2015-11-30,5,2,Box,Retail,2,7,7,14,19.1008,26.2128,4.5974,0.30872,Normal,0,5702015347426,673419229623,2015-11-20T00:51:36.71
23813,70746,1,Condrai Copter Attack,2015,Ninjago,Action/Adventure,Tournament of Elements,311,3,true,70746-1,https://images.brickset.com/sets/small/70746-1.jpg,https://images.brickset.com/sets/small/70746-1.jpg,https://images.brickset.com/sets/images/70746-1.jpg,https://brickset.com/sets/70746-1,true,false,false,0,,0,2012,647,24.99,29.99,39.99,29.99,2015-03-01,2016-07-01,4.33333333333333,3,Box,Retail,2,9,7,14,19.1008,35.4076,5.8928,0.46762,Normal,0,5702015347433,673419229630,2015-11-20T00:51:57.963
23868,70747,1,Boulder Blaster,2015,Ninjago,Action/Adventure,Tournament of Elements,236,3,true,70747-1,https://images.brickset.com/sets/small/70747-1.jpg,https://images.brickset.com/sets/small/70747-1.jpg,https://images.brickset.com/sets/images/70747-1.jpg,https://brickset.com/sets/70747-1,true,false,false,0,,0,2181,766,24.99,29.99,39.99,34.99,2015-03-01,2016-08-17,5,1,Box,Retail,3,9,7,14,19.1008,35.4076,5.8928,0.44492,Normal,0,5702015347440,673419229647,2015-11-20T00:52:28.373
23869,70748,1,Titanium Dragon,2015,Ninjago,Action/Adventure,Tournament of Elements,360,3,true,70748-1,https://images.brickset.com/sets/small/70748-1.jpg,https://images.brickset.com/sets/small/70748-1.jpg,https://images.brickset.com/sets/images/70748-1.jpg,https://brickset.com/sets/70748-1,true,false,false,0,,0,2192,930,34.99,39.99,49.99,39.99,2015-03-01,2016-08-06,4.75,4,Box,Retail,2,9,7,14,26.2128,38.2016,5.6642,0.59474,Normal,0,5702015347457,673419229654,2015-11-20T00:52:52.107
23870,70749,1,Enter the Serpent,2015,Ninjago,Action/Adventure,Tournament of Elements,529,5,true,70749-1,https://images.brickset.com/sets/small/70749-1.jpg,https://images.brickset.com/sets/small/70749-1.jpg,https://images.brickset.com/sets/images/70749-1.jpg,https://brickset.com/sets/70749-1,true,false,false,0,,0,2034,899,39.99,59.99,74.99,49.99,2015-03-01,2016-07-07,4.66666666666667,3,Box,Retail,2,9,7,14,28.194,48.006,6.096,0.87622,Normal,0,5702015347464,673419229661,2015-11-20T00:53:15.673
23874,70754,1,ElectroMech,2015,Ninjago,Action/Adventure,Tournament of Elements,153,2,true,70754-1,https://images.brickset.com/sets/small/70754-1.jpg,https://images.brickset.com/sets/small/70754-1.jpg,https://images.brickset.com/sets/images/70754-1.jpg,https://brickset.com/sets/70754-1,true,false,false,0,,0,2517,707,12.99,14.99,17.99,14.99,2015-03-01,2015-11-11,5,2,Box,Retail,2,5,7,14,14.097,26.2128,4.8006,0.22246,Normal,0,5702015347518,673419229715,2015-11-20T00:54:49.283
23875,70755,1,Jungle Raider ,2015,Ninjago,Action/Adventure,Tournament of Elements,188,2,true,70755-1,https://images.brickset.com/sets/small/70755-1.jpg,https://images.brickset.com/sets/small/70755-1.jpg,https://images.brickset.com/sets/images/70755-1.jpg,https://brickset.com/sets/70755-1,true,false,false,0,,0,2155,584,17.99,19.99,24.99,19.99,2015-03-01,2016-06-13,4.5,2,Box,Retail,2,6,7,14,19.1008,26.2128,6.096,0.34504,Normal,0,5702015347525,673419229722,2015-11-20T00:57:29.19
24136,70756,1,Dojo Showdown,2015,Ninjago,Action/Adventure,Tournament of Elements,215,4,true,70756-1,https://images.brickset.com/sets/small/70756-1.jpg,https://images.brickset.com/sets/small/70756-1.jpg,https://images.brickset.com/sets/images/70756-1.jpg,https://brickset.com/sets/70756-1,true,false,false,0,,0,1405,966,19.99,24.99,29.99,24.99,2015-03-01,2016-07-10,5,1,Box,Retail,2,8,6,14,19.1008,26.1874,6.096,0.37,Normal,0,,,2015-11-20T00:57:48.003
29425,71699,1,Thunder Raider,2020,Ninjago,Action/Adventure,Legacy,576,5,true,71699-1,https://images.brickset.com/sets/small/71699-1.jpg,https://images.brickset.com/sets/small/71699-1.jpg,https://images.brickset.com/sets/images/71699-1.jpg,https://brickset.com/sets/71699-1,true,false,false,0,,0,78,479,44.99,49.99,69.99,49.99,2020-01-02,,0,0,Box,Retail,4,5,8,,,,,,Normal,0,5702016667820,,2019-12-31T17:27:21.76
29427,71701,1,Kai's Fire Dragon,2020,Ninjago,Action/Adventure,Legacy,81,NA,true,71701-1,https://images.brickset.com/sets/small/71701-1.jpg,https://images.brickset.com/sets/small/71701-1.jpg,https://images.brickset.com/sets/images/71701-1.jpg,https://brickset.com/sets/71701-1,true,false,false,0,,0,50,243,17.99,19.99,24.99,19.99,2020-01-02,,0,0,Box,Retail,2,4,4,,,,,,Normal,0,5702016616873,,2019-12-31T17:36:45.7
29428,71702,1,Golden Mech,2020,Ninjago,Action/Adventure,Legacy,489,4,true,71702-1,https://images.brickset.com/sets/small/71702-1.jpg,https://images.brickset.com/sets/small/71702-1.jpg,https://images.brickset.com/sets/images/71702-1.jpg,https://brickset.com/sets/71702-1,true,false,false,0,,0,102,500,34.99,39.99,49.99,39.99,2020-01-04,,0,0,Box,Retail,2,5,NA,,,,,,Normal,0,5702016616880,,2019-12-31T17:28:40.577
29412,71707,1,Kai's Mech Jet,2020,Ninjago,Action/Adventure,Prime Empire,217,2,true,71707-1,https://images.brickset.com/sets/small/71707-1.jpg,https://images.brickset.com/sets/small/71707-1.jpg,https://images.brickset.com/sets/images/71707-1.jpg,https://brickset.com/sets/71707-1,true,false,false,0,,0,159,396,17.99,19.99,24.99,19.99,2020-01-02,,0,0,Box,Retail,4,5,7,,,,,,Normal,0,5702016616934,,2020-01-14T07:31:32.58
29414,71708,1,Gamer's Market,2020,Ninjago,Action/Adventure,Prime Empire,218,9,true,71708-1,https://images.brickset.com/sets/small/71708-1.jpg,https://images.brickset.com/sets/small/71708-1.jpg,https://images.brickset.com/sets/images/71708-1.jpg,https://brickset.com/sets/71708-1,true,false,false,0,,0,436,958,29.99,29.99,39.99,34.99,2020-01-02,,4,1,Box,Retail,2,5,7,,,,,,Normal,0,5702016616941,,2020-01-14T07:31:39.737
29415,71709,1,Jay and Lloyd's Velocity Racers,2020,Ninjago,Action/Adventure,Prime Empire,322,3,true,71709-1,https://images.brickset.com/sets/small/71709-1.jpg,https://images.brickset.com/sets/small/71709-1.jpg,https://images.brickset.com/sets/images/71709-1.jpg,https://brickset.com/sets/71709-1,true,false,false,0,,0,104,311,24.99,29.99,39.99,29.99,2020-01-02,,0,0,Box,Retail,4,5,7,,,,,,Normal,0,5702016616958,,2020-01-14T07:32:01.427
29416,71710,1,Ninja Tuner Car,2020,Ninjago,Action/Adventure,Prime Empire,419,NA,true,71710-1,https://images.brickset.com/sets/small/71710-1.jpg,https://images.brickset.com/sets/small/71710-1.jpg,https://images.brickset.com/sets/images/71710-1.jpg,https://brickset.com/sets/71710-1,true,false,false,0,,0,75,310,34.99,39.99,49.99,39.99,2020-01-02,,0,0,Box,Retail,2,4,8,,,,,,Normal,0,5702016616965,,2020-01-14T07:32:10.18
29417,71711,1,Jay's Cyber Dragon,2020,Ninjago,Action/Adventure,Prime Empire,518,NA,true,71711-1,https://images.brickset.com/sets/small/71711-1.jpg,https://images.brickset.com/sets/small/71711-1.jpg,https://images.brickset.com/sets/images/71711-1.jpg,https://brickset.com/sets/71711-1,true,false,false,0,,0,106,441,44.99,49.99,69.99,49.99,2020-01-02,,0,0,Box,Retail,2,4,8,,,,,,Normal,0,5702016616972,,2020-01-14T07:32:17.023
29419,71713,1,Empire Dragon,2020,Ninjago,Action/Adventure,Prime Empire,286,3,true,71713-1,https://images.brickset.com/sets/small/71713-1.jpg,https://images.brickset.com/sets/small/71713-1.jpg,https://images.brickset.com/sets/images/71713-1.jpg,https://brickset.com/sets/71713-1,true,false,false,0,,0,145,454,24.99,29.99,39.99,29.99,2020-01-02,,0,0,Box,Retail,2,5,8,,,,,,Normal,0,5702016667837,,2020-01-14T07:33:45.043
9679,850445,1,Ninjago Character Card Shrine,2012,Ninjago,Action/Adventure,Promotional,88,1,true,850445-1,https://images.brickset.com/sets/small/850445-1.jpg,https://images.brickset.com/sets/small/850445-1.jpg,https://images.brickset.com/sets/images/850445-1.jpg,https://brickset.com/sets/850445-1,true,false,false,0,,0,303,473,12.99,14.99,16.99,NA,2012-06-02,2013-01-03,5,1,Blister pack,LEGO exclusive,0,2,6,,,,,0.17,Extended,0,,673419181198,2015-11-20T22:33:01.76
22584,850632,1,Samurai Accessory Set,2013,Ninjago,Action/Adventure,The Final Battle,36,4,true,850632-1,https://images.brickset.com/sets/small/850632-1.jpg,https://images.brickset.com/sets/small/850632-1.jpg,https://images.brickset.com/sets/images/850632-1.jpg,https://brickset.com/sets/850632-1,true,false,false,0,,0,372,618,10.49,14.99,17.99,NA,2013-03-01,2013-05-04,0,0,Blister pack,LEGO exclusive,0,2,6,,,,,,Extended,0,,,2016-05-30T02:05:45.06
24584,851342,1,Ninja Army Building Set,2015,Ninjago,Action/Adventure,Possession,37,4,true,851342-1,https://images.brickset.com/sets/small/851342-1.jpg,https://images.brickset.com/sets/small/851342-1.jpg,https://images.brickset.com/sets/images/851342-1.jpg,https://brickset.com/sets/851342-1,true,false,false,0,,0,592,365,10.99,14.99,17.99,12.99,2015-09-02,2017-02-15,0,0,Blister pack,LEGO exclusive,0,2,6,,,,,,Extended,0,,,2015-11-20T00:58:18.807
26289,853544,1,NINJAGO Accessory Set,2016,Ninjago,Action/Adventure,Skybound,36,4,true,853544-1,https://images.brickset.com/sets/small/853544-1.jpg,https://images.brickset.com/sets/small/853544-1.jpg,https://images.brickset.com/sets/images/853544-1.jpg,https://brickset.com/sets/853544-1,true,false,false,0,,0,1401,406,10.99,14.99,17.99,12.99,2016-06-01,2020-01-14,0,0,Blister pack,LEGO exclusive,0,1,6,,,,,,Extended,0,,673419256629,2016-05-29T16:13:42.32
27052,853687,1,Accessory Set,2017,Ninjago,Action/Adventure,The Hands of Time,26,3,true,853687-1,https://images.brickset.com/sets/small/853687-1.jpg,https://images.brickset.com/sets/small/853687-1.jpg,https://images.brickset.com/sets/images/853687-1.jpg,https://brickset.com/sets/853687-1,true,false,false,0,,0,1577,606,10.99,12.99,15.99,12.99,2017-03-01,2018-11-13,4.33333333333333,3,Blister pack,LEGO exclusive,0,8,6,,,,,,Extended,0,673419271400,673419271400,2017-02-24T16:27:44.93
28905,853866,1,Oni Battle Pack,2019,Ninjago,Action/Adventure,March of the Oni,36,3,true,853866-1,https://images.brickset.com/sets/small/853866-1.jpg,https://images.brickset.com/sets/small/853866-1.jpg,https://images.brickset.com/sets/images/853866-1.jpg,https://brickset.com/sets/853866-1,true,false,false,0,,0,1000,581,11.99,12.99,16.99,12.99,2019-01-05,,4,1,Blister pack,LEGO exclusive,0,3,6,,,,,,Extended,0,,673419308069,2019-01-13T07:36:35.463
27548,5004938,1,NINJAGO Minifigure Collection,2017,Ninjago,Action/Adventure,Promotional,29,4,true,5004938-1,https://images.brickset.com/sets/small/5004938-1.jpg,https://images.brickset.com/sets/small/5004938-1.jpg,https://images.brickset.com/sets/images/5004938-1.jpg,https://brickset.com/sets/5004938-1,true,false,false,0,,0,1512,542,14.99,19.99,NA,NA,,,0,0,Box,Retail - limited,0,0,6,,,,,,Extended,0,,,2017-11-30T22:20:46.05
2387,497,1,Galaxy Explorer,1979,Space,Action/Adventure,Classic,338,4,true,497-1,https://images.brickset.com/sets/small/497-1.jpg,https://images.brickset.com/sets/small/497-1.jpg,https://images.brickset.com/sets/images/497-1.jpg,https://brickset.com/sets/497-1,true,false,false,0,,0,1699,1084,NA,32,NA,NA,,,5,13,{Not specified},{Not specified},0,0,NA,,,,,,Normal,0,,,0001-01-01T00:00:00
557,1737,1,Scorpion Detector,1996,Space,Action/Adventure,Exploriens,196,2,true,1737-1,https://images.brickset.com/sets/small/1737-1.jpg,https://images.brickset.com/sets/small/1737-1.jpg,https://images.brickset.com/sets/images/1737-1.jpg,https://brickset.com/sets/1737-1,true,false,false,0,,0,943,563,NA,20,NA,NA,,,5,3,Box,Retail,0,0,NA,,,,,,Normal,0,,042884017378,2018-06-04T10:21:16.39
585,1787,1,Crater Cruiser,1995,Space,Action/Adventure,Unitron,183,2,true,1787-1,https://images.brickset.com/sets/small/1787-1.jpg,https://images.brickset.com/sets/small/1787-1.jpg,https://images.brickset.com/sets/images/1787-1.jpg,https://brickset.com/sets/1787-1,true,false,false,0,,0,836,612,NA,18,NA,NA,,,3.57142857142857,7,Box,Retail - limited,0,0,NA,,,,,,Normal,0,,,2019-02-06T00:07:50.523
587,1789,1,Star Hawk II,1995,Space,Action/Adventure,Unitron,292,2,true,1789-1,https://images.brickset.com/sets/small/1789-1.jpg,https://images.brickset.com/sets/small/1789-1.jpg,https://images.brickset.com/sets/images/1789-1.jpg,https://brickset.com/sets/1789-1,true,false,false,0,,0,842,879,NA,27,NA,NA,,,4.28571428571429,7,Box,Retail - limited,0,0,NA,,,,,,Normal,0,,,2019-02-06T00:08:23.703
806,2151,1,Robo Raider,1997,Space,Action/Adventure,RoboForce,136,1,true,2151-1,https://images.brickset.com/sets/small/2151-1.jpg,https://images.brickset.com/sets/small/2151-1.jpg,https://images.brickset.com/sets/images/2151-1.jpg,https://brickset.com/sets/2151-1,true,false,false,0,,0,1085,406,NA,12,NA,NA,,,3.88888888888889,9,Box,Retail - limited,0,0,NA,,,,,,Normal,0,,042884021511,2019-04-07T05:00:20.983
807,2152,1,Robo Raptor,1997,Space,Action/Adventure,RoboForce,221,1,true,2152-1,https://images.brickset.com/sets/small/2152-1.jpg,https://images.brickset.com/sets/small/2152-1.jpg,https://images.brickset.com/sets/images/2152-1.jpg,https://brickset.com/sets/2152-1,true,false,false,0,,0,968,457,NA,20,NA,NA,,,4.33333333333333,6,Box,Retail - limited,1,0,NA,,,,,,Normal,0,,042884021528,2019-04-07T05:00:35.213
808,2153,1,Robo Stalker,1997,Space,Action/Adventure,RoboForce,280,2,true,2153-1,https://images.brickset.com/sets/small/2153-1.jpg,https://images.brickset.com/sets/small/2153-1.jpg,https://images.brickset.com/sets/images/2153-1.jpg,https://brickset.com/sets/2153-1,true,false,false,0,,0,709,444,NA,30,NA,NA,,,2.8,5,Box,Retail - limited,1,0,NA,,,,,,Normal,0,,,2019-04-07T05:00:46.967
809,2154,1,Robo Master,1997,Space,Action/Adventure,RoboForce,366,2,true,2154-1,https://images.brickset.com/sets/small/2154-1.jpg,https://images.brickset.com/sets/small/2154-1.jpg,https://images.brickset.com/sets/images/2154-1.jpg,https://brickset.com/sets/2154-1,true,false,false,0,,0,542,536,NA,36,NA,NA,,,3.8,5,Box,Retail - limited,0,0,NA,,,,,,Normal,0,,,2019-04-07T05:00:59.713
6919,5971,1,Gold Heist,2009,Space,Action/Adventure,Space Police 3,205,2,true,5971-1,https://images.brickset.com/sets/small/5971-1.jpg,https://images.brickset.com/sets/small/5971-1.jpg,https://images.brickset.com/sets/images/5971-1.jpg,https://brickset.com/sets/5971-1,true,false,false,0,,0,3341,1050,17.99,19.99,NA,NA,2009-05-30,2010-06-27,3.39130434782609,23,Box,Retail,2,7,7,14,26.2,28.2,6.4,0.41,Normal,0,,673419111560,2012-10-13T03:27:01.447
6920,5972,1,Container Heist,2009,Space,Action/Adventure,Space Police 3,282,2,true,5972-1,https://images.brickset.com/sets/small/5972-1.jpg,https://images.brickset.com/sets/small/5972-1.jpg,https://images.brickset.com/sets/images/5972-1.jpg,https://brickset.com/sets/5972-1,true,false,false,0,,0,2508,1083,24.99,29.99,NA,NA,2009-05-30,2010-05-06,4.3125,16,Box,Retail,4,7,7,14,26.19,38.2,9.4,0.62,Normal,0,,673419111584,2012-10-13T03:27:11.377
6921,5973,1,Hyperspeed Pursuit,2009,Space,Action/Adventure,Space Police 3,456,3,true,5973-1,https://images.brickset.com/sets/small/5973-1.jpg,https://images.brickset.com/sets/small/5973-1.jpg,https://images.brickset.com/sets/images/5973-1.jpg,https://brickset.com/sets/5973-1,true,false,false,0,,0,2513,1349,39.99,49.99,64.99,NA,2009-07-01,2010-12-09,4.69230769230769,13,Box,Retail,8,7,7,14,28.2,54,7.85,0.84,Normal,0,,673419111607,2012-10-13T03:27:22.413
6960,5979,1,Max Security Transport,2009,Space,Action/Adventure,Space Police 3,330,3,true,5979-1,https://images.brickset.com/sets/small/5979-1.jpg,https://images.brickset.com/sets/small/5979-1.jpg,https://images.brickset.com/sets/images/5979-1.jpg,https://brickset.com/sets/5979-1,true,false,false,0,,0,889,1189,29.35,39.99,NA,NA,2009-08-03,2009-12-17,3.9,10,Box,Retail,1,7,7,14,,,,,Normal,0,,673419113205,2012-10-13T03:27:49.37
6961,5980,1,Squidman's Pitstop,2009,Space,Action/Adventure,Space Police 3,389,4,true,5980-1,https://images.brickset.com/sets/small/5980-1.jpg,https://images.brickset.com/sets/small/5980-1.jpg,https://images.brickset.com/sets/images/5980-1.jpg,https://brickset.com/sets/5980-1,true,false,false,0,,0,941,1084,34.25,49.99,NA,NA,2009-07-24,2009-12-15,4.5,4,Box,Retail,4,6,7,14,,,,,Normal,0,,673419113212,2012-10-13T03:28:02.173
7307,5982,1,Smash 'n' Grab,2010,Space,Action/Adventure,Space Police 3,188,2,true,5982-1,https://images.brickset.com/sets/small/5982-1.jpg,https://images.brickset.com/sets/small/5982-1.jpg,https://images.brickset.com/sets/images/5982-1.jpg,https://brickset.com/sets/5982-1,true,false,false,0,,0,2530,1054,17.99,19.99,26.99,NA,2009-12-04,2010-12-25,4.65217391304348,23,Box,Retail,3,5,7,14,26.19,28.19,6.4,0.41,Normal,0,5702014602342,673419129923,2012-10-13T03:29:14.077
7594,5983,1,Undercover Cruiser,2010,Space,Action/Adventure,Space Police 3,317,2,true,5983-1,https://images.brickset.com/sets/small/5983-1.jpg,https://images.brickset.com/sets/small/5983-1.jpg,https://images.brickset.com/sets/images/5983-1.jpg,https://brickset.com/sets/5983-1,true,false,false,0,,0,1578,1191,24.99,29.99,39.99,NA,2010-06-03,2010-12-25,4.5,10,Box,Retail,2,6,7,14,26.19,38.2,7.06,0.63,Normal,0,,673419129930,2012-10-13T03:29:24.683
7595,5984,1,Lunar Limo,2010,Space,Action/Adventure,Space Police 3,391,3,true,5984-1,https://images.brickset.com/sets/small/5984-1.jpg,https://images.brickset.com/sets/small/5984-1.jpg,https://images.brickset.com/sets/images/5984-1.jpg,https://brickset.com/sets/5984-1,true,false,false,0,,0,1929,1336,34.99,39.99,54.99,NA,2010-05-29,2010-12-25,4.76923076923077,13,Box,Retail,3,6,8,14,28.19,48.01,6.1,0.77,Normal,0,,673419129954,2012-10-13T03:29:36.863
3610,6781,1,SP-Striker,1989,Space,Action/Adventure,Space Police,230,2,true,6781-1,https://images.brickset.com/sets/small/6781-1.jpg,https://images.brickset.com/sets/small/6781-1.jpg,https://images.brickset.com/sets/images/6781-1.jpg,https://brickset.com/sets/6781-1,true,false,false,0,,0,1788,1078,NA,28,NA,NA,,,5,6,Box,Retail,0,0,NA,,,,,,Normal,0,,,0001-01-01T00:00:00
3611,6783,1,Sonar Transmitting Cruiser,1986,Space,Action/Adventure,Classic,363,3,true,6783-1,https://images.brickset.com/sets/small/6783-1.jpg,https://images.brickset.com/sets/small/6783-1.jpg,https://images.brickset.com/sets/images/6783-1.jpg,https://brickset.com/sets/6783-1,true,false,false,0,,0,1181,703,NA,50,NA,NA,,,4.75,4,Box,Retail,0,0,NA,,,,,,Normal,0,,,2017-04-19T23:03:22.587
3684,6886,1,Galactic Peace Keeper,1989,Space,Action/Adventure,Space Police,121,2,true,6886-1,https://images.brickset.com/sets/small/6886-1.jpg,https://images.brickset.com/sets/small/6886-1.jpg,https://images.brickset.com/sets/images/6886-1.jpg,https://brickset.com/sets/6886-1,true,false,false,0,,0,3945,885,NA,12,NA,NA,,,4.81818181818182,11,Box,Retail,0,0,NA,,,,,,Normal,0,,,2015-05-03T09:28:14.93
3686,6889,1,Recon Robot,1994,Space,Action/Adventure,Spyrius,135,1,true,6889-1,https://images.brickset.com/sets/small/6889-1.jpg,https://images.brickset.com/sets/small/6889-1.jpg,https://images.brickset.com/sets/images/6889-1.jpg,https://brickset.com/sets/6889-1,true,false,false,0,,0,3760,573,NA,12,NA,NA,,,4.75,8,Box,Retail,0,0,NA,,,,,,Normal,0,,042884068899,2012-08-25T18:52:22.58
3687,6890,1,Cosmic Cruiser,1982,Space,Action/Adventure,Classic,115,1,true,6890-1,https://images.brickset.com/sets/small/6890-1.jpg,https://images.brickset.com/sets/small/6890-1.jpg,https://images.brickset.com/sets/images/6890-1.jpg,https://brickset.com/sets/6890-1,true,false,false,0,,0,2689,650,NA,11,NA,NA,,,4.75,4,{Not specified},{Not specified},0,0,NA,,,,,,Normal,0,,,0001-01-01T00:00:00
3692,6895,1,Spy Trak 1,1989,Space,Action/Adventure,Space Police,148,2,true,6895-1,https://images.brickset.com/sets/small/6895-1.jpg,https://images.brickset.com/sets/small/6895-1.jpg,https://images.brickset.com/sets/images/6895-1.jpg,https://brickset.com/sets/6895-1,true,false,false,0,,0,2629,847,NA,15,NA,NA,,,4.27272727272727,11,Box,Retail,0,0,NA,,,,,,Normal,0,,,2015-05-03T09:28:30.83
3693,6896,1,Celestial Forager,1990,Space,Action/Adventure,M-Tron,90,1,true,6896-1,https://images.brickset.com/sets/small/6896-1.jpg,https://images.brickset.com/sets/small/6896-1.jpg,https://images.brickset.com/sets/images/6896-1.jpg,https://brickset.com/sets/6896-1,true,false,false,0,,0,3069,747,NA,10.95,NA,NA,,,4.4,5,Box,Retail,0,1,NA,,,,,,Normal,0,,042884068967,2015-05-03T09:38:55.367
3694,6897,1,Rebel Hunter,1992,Space,Action/Adventure,Space Police 2,140,2,true,6897-1,https://images.brickset.com/sets/small/6897-1.jpg,https://images.brickset.com/sets/small/6897-1.jpg,https://images.brickset.com/sets/images/6897-1.jpg,https://brickset.com/sets/6897-1,true,false,false,0,,0,3247,818,NA,21,NA,NA,,,4.4,15,Box,Retail,0,0,NA,,,,,,Normal,0,,,2012-08-25T18:45:37.58
3695,6898,1,Ice-Sat V,1993,Space,Action/Adventure,Ice Planet 2002,135,1,true,6898-1,https://images.brickset.com/sets/small/6898-1.jpg,https://images.brickset.com/sets/small/6898-1.jpg,https://images.brickset.com/sets/images/6898-1.jpg,https://brickset.com/sets/6898-1,true,false,false,0,,0,4150,1004,NA,15,NA,NA,,,4.75,8,Box,Retail,0,0,NA,,,,,,Normal,0,,,2012-08-25T18:48:20.37
3696,6899,1,Nebula Outpost,1996,Space,Action/Adventure,Exploriens,158,2,true,6899-1,https://images.brickset.com/sets/small/6899-1.jpg,https://images.brickset.com/sets/small/6899-1.jpg,https://images.brickset.com/sets/images/6899-1.jpg,https://brickset.com/sets/6899-1,true,false,false,0,,0,2376,596,NA,15,NA,NA,,,4.33333333333333,12,Box,Retail,1,0,NA,,,,,,Normal,0,,,2012-08-25T18:56:58.003
3697,6900,1,Cyber Saucer,1997,Space,Action/Adventure,UFO,114,1,true,6900-1,https://images.brickset.com/sets/small/6900-1.jpg,https://images.brickset.com/sets/small/6900-1.jpg,https://images.brickset.com/sets/images/6900-1.jpg,https://brickset.com/sets/6900-1,true,false,false,0,,0,2061,666,NA,22,NA,NA,,,4.5,8,Box,Retail,1,0,NA,,,,,,Normal,0,,,2012-08-25T19:00:57.043
